Gene_ID,Num_Transcripts,Transcripts_IDs,Transcript_Lengths,Difference_Length,Longest_Transcript,Length
g_144,1,['anno2.5111_t'],[169],0,anno2.5111_t,169
g_145,1,['anno1.g149.t1'],[226],0,anno1.g149.t1,226
g_146,1,['anno1.g150.t1'],[814],0,anno1.g150.t1,814
g_147,1,['anno1.g151.t1'],[113],0,anno1.g151.t1,113
g_148,1,['anno1.g152.t2'],[2243],0,anno1.g152.t2,2243
g_149,1,['anno1.g153.t1'],[709],0,anno1.g153.t1,709
g_150,1,['anno1.g154.t1'],[229],0,anno1.g154.t1,229
g_151,2,"['anno1.g155.t1', 'anno2.1646_t']","[1017, 1036]",19,anno2.1646_t,1036
g_152,1,['anno1.g156.t1'],[282],0,anno1.g156.t1,282
g_153,1,['anno1.g157.t1'],[318],0,anno1.g157.t1,318
g_154,1,['anno1.g158.t1'],[14495],0,anno1.g158.t1,14495
g_155,2,"['anno1.g160.t1', 'anno2.MSTRG.5980.1']","[113, 200]",87,anno2.MSTRG.5980.1,200
g_156,2,"['anno1.g161.t1', 'anno2.4212_t']","[1587, 1552]",35,anno1.g161.t1,1587
g_157,3,"['anno1.g162.t1', 'anno2.MSTRG.5981.6', 'anno2.MSTRG.5981.7']","[354, 352, 354]",2,anno1.g162.t1,354
g_158,2,"['anno1.g163.t1', 'anno2.1482_t']","[501, 459]",42,anno1.g163.t1,501
g_159,3,"['anno1.g164.t1', 'anno2.MSTRG.5984.2', 'anno2.MSTRG.5984.3']","[691, 691, 686]",5,anno1.g164.t1,691
g_160,1,['anno1.g165.t1'],[378],0,anno1.g165.t1,378
g_161,2,"['anno1.g166.t1', 'anno2.1680_t']","[569, 582]",13,anno2.1680_t,582
g_162,1,['anno1.g167.t1'],[338],0,anno1.g167.t1,338
g_163,2,"['anno1.g168.t1', 'anno1.g168.t2']","[1033, 298]",735,anno1.g168.t1,1033
g_165,3,"['anno1.g170.t1', 'anno2.MSTRG.5993.1', 'anno2.MSTRG.5993.2']","[1064, 1048, 1048]",16,anno1.g170.t1,1064
g_15591,1,['anno2.MSTRG.5998.1'],[425],0,anno2.MSTRG.5998.1,425
g_166,1,['anno1.g171.t1'],[86],0,anno1.g171.t1,86
g_167,1,['anno1.g172.t1'],[198],0,anno1.g172.t1,198
g_168,3,"['anno1.g173.t1', 'anno2.MSTRG.5999.2', 'anno2.MSTRG.5999.3']","[311, 311, 311]",0,anno1.g173.t1,311
g_169,1,['anno1.g174.t1'],[210],0,anno1.g174.t1,210
g_170,7,"['anno1.g175.t1', 'anno2.MSTRG.6000.1', 'anno2.MSTRG.6000.12', 'anno2.MSTRG.6000.16', 'anno2.MSTRG.6000.4', 'anno2.MSTRG.6000.5', 'anno2.MSTRG.6000.7']","[707, 593, 593, 593, 593, 593, 593]",114,anno1.g175.t1,707
g_171,3,"['anno1.g176.t1', 'anno1.g176.t2', 'anno1.g176.t3']","[235, 235, 235]",0,anno1.g176.t1,235
g_16391,1,['anno2.3668_t'],[275],0,anno2.3668_t,275
g_172,2,"['anno1.g177.t1', 'anno1.g177.t2']","[533, 512]",21,anno1.g177.t1,533
g_173,2,"['anno1.g178.t1', 'anno2.MSTRG.6004.1']","[1994, 1708]",286,anno1.g178.t1,1994
g_16271,1,['anno2.2883_t'],[16],0,anno2.2883_t,16
g_174,1,['anno1.g179.t1'],[208],0,anno1.g179.t1,208
g_175,1,['anno1.g180.t1'],[417],0,anno1.g180.t1,417
g_176,2,"['anno1.g181.t1', 'anno1.g181.t2']","[1476, 1472]",4,anno1.g181.t1,1476
g_177,1,['anno1.g182.t1'],[387],0,anno1.g182.t1,387
g_179,1,['anno2.MSTRG.6012.1'],[206],0,anno2.MSTRG.6012.1,206
g_180,1,['anno1.g185.t1'],[369],0,anno1.g185.t1,369
g_181,4,"['anno1.g187.t1', 'anno1.g187.t2', 'anno2.MSTRG.6020.1', 'anno2.MSTRG.6020.2']","[708, 708, 610, 610]",98,anno1.g187.t1,708
g_182,3,"['anno1.g188.t1', 'anno1.g188.t2', 'anno2.4743_t']","[7508, 7487, 7286]",222,anno1.g188.t1,7508
g_183,1,['anno1.g189.t1'],[515],0,anno1.g189.t1,515
g_184,2,"['anno1.g190.t1', 'anno2.MSTRG.6034.2']","[460, 591]",131,anno2.MSTRG.6034.2,591
g_16578,1,['anno2.4750_t'],[118],0,anno2.4750_t,118
g_185,2,"['anno1.g191.t1', 'anno2.MSTRG.6037.1']","[464, 457]",7,anno1.g191.t1,464
g_186,1,['anno1.g192.t1'],[1262],0,anno1.g192.t1,1262
g_187,1,['anno2.6123_t'],[731],0,anno2.6123_t,731
g_189,1,['anno1.g195.t1'],[120],0,anno1.g195.t1,120
g_191,1,['anno1.g197.t1'],[177],0,anno1.g197.t1,177
g_16824,1,['anno1.g198.t1'],[156],0,anno1.g198.t1,156
g_193,2,"['anno1.g200.t1', 'anno2.MSTRG.6068.1']","[1317, 1089]",228,anno1.g200.t1,1317
g_194,1,['anno1.g201.t1'],[280],0,anno1.g201.t1,280
g_195,1,['anno1.g202.t1'],[125],0,anno1.g202.t1,125
g_196,1,['anno1.g203.t1'],[360],0,anno1.g203.t1,360
g_197,1,['anno1.g204.t1'],[426],0,anno1.g204.t1,426
g_198,1,['anno1.g205.t1'],[282],0,anno1.g205.t1,282
g_199,3,"['anno1.g206.t1', 'anno2.MSTRG.6074.11', 'anno2.MSTRG.6074.5']","[424, 401, 401]",23,anno1.g206.t1,424
g_200,1,['anno1.g207.t1'],[374],0,anno1.g207.t1,374
g_201,1,['anno1.g209.t1'],[166],0,anno1.g209.t1,166
g_202,2,"['anno1.g210.t1', 'anno2.MSTRG.6077.1']","[656, 660]",4,anno2.MSTRG.6077.1,660
g_203,1,['anno1.g211.t1'],[404],0,anno1.g211.t1,404
g_204,5,"['anno1.g212.t1', 'anno1.g212.t2', 'anno2.MSTRG.6079.1', 'anno2.MSTRG.6079.2', 'anno2.MSTRG.6079.7']","[568, 592, 568, 592, 592]",24,anno1.g212.t2,592
g_205,1,['anno1.g213.t1'],[214],0,anno1.g213.t1,214
g_206,1,['anno1.g214.t1'],[1294],0,anno1.g214.t1,1294
g_207,1,['anno1.g215.t1'],[184],0,anno1.g215.t1,184
g_208,1,['anno1.g216.t1'],[137],0,anno1.g216.t1,137
g_16139,1,['anno2.1837_t'],[105],0,anno2.1837_t,105
g_16140,1,['anno2.1838_t'],[161],0,anno2.1838_t,161
g_209,1,['anno1.g217.t1'],[353],0,anno1.g217.t1,353
g_210,1,['anno1.g218.t1'],[433],0,anno1.g218.t1,433
g_16760,1,['anno2.6069_t'],[381],0,anno2.6069_t,381
g_211,4,"['anno1.g219.t1', 'anno1.g219.t2', 'anno2.MSTRG.6100.1', 'anno2.MSTRG.6100.2']","[1477, 1459, 1596, 1578]",137,anno2.MSTRG.6100.1,1596
g_212,1,['anno1.g220.t1'],[428],0,anno1.g220.t1,428
g_15316,1,['anno2.MSTRG.6102.1'],[616],0,anno2.MSTRG.6102.1,616
g_213,1,['anno1.g221.t1'],[1072],0,anno1.g221.t1,1072
g_214,1,['anno2.MSTRG.6104.3'],[1323],0,anno2.MSTRG.6104.3,1323
g_215,1,['anno1.g223.t1'],[671],0,anno1.g223.t1,671
g_216,1,['anno2.MSTRG.6107.1'],[189],0,anno2.MSTRG.6107.1,189
g_217,2,"['anno1.g225.t1', 'anno1.g225.t2']","[503, 520]",17,anno1.g225.t2,520
g_218,5,"['anno1.g226.t1', 'anno1.g226.t2', 'anno2.MSTRG.6113.3', 'anno2.MSTRG.6113.4', 'anno2.MSTRG.6113.5']","[709, 706, 706, 706, 706]",3,anno1.g226.t1,709
g_219,1,['anno1.g227.t1'],[324],0,anno1.g227.t1,324
g_220,1,['anno1.g228.t1'],[153],0,anno1.g228.t1,153
g_221,1,['anno1.g229.t1'],[648],0,anno1.g229.t1,648
g_222,1,['anno1.g230.t1'],[416],0,anno1.g230.t1,416
g_223,2,"['anno1.g231.t1', 'anno2.4120_t']","[446, 449]",3,anno2.4120_t,449
g_225,1,['anno1.g233.t1'],[500],0,anno1.g233.t1,500
g_226,2,"['anno1.g234.t1', 'anno1.g234.t2']","[916, 902]",14,anno1.g234.t1,916
g_227,1,['anno2.MSTRG.6118.1'],[363],0,anno2.MSTRG.6118.1,363
g_228,1,['anno1.g236.t1'],[570],0,anno1.g236.t1,570
g_229,1,['anno1.g238.t1'],[1249],0,anno1.g238.t1,1249
g_230,1,['anno1.g239.t1'],[1249],0,anno1.g239.t1,1249
g_231,2,"['anno1.g240.t1', 'anno2.MSTRG.6123.1']","[907, 907]",0,anno1.g240.t1,907
g_232,2,"['anno1.g241.t1', 'anno2.MSTRG.6124.1']","[197, 312]",115,anno2.MSTRG.6124.1,312
g_233,1,['anno1.g242.t1'],[257],0,anno1.g242.t1,257
g_234,1,['anno1.g243.t1'],[335],0,anno1.g243.t1,335
g_235,5,"['anno1.g244.t1', 'anno2.MSTRG.6130.1', 'anno2.MSTRG.6130.4', 'anno2.MSTRG.6130.6', 'anno2.MSTRG.6130.7']","[554, 554, 554, 553, 554]",1,anno1.g244.t1,554
g_236,3,"['anno1.g245.t1', 'anno1.g245.t2', 'anno2.MSTRG.6131.2']","[1193, 1165, 1165]",28,anno1.g245.t1,1193
g_237,2,"['anno1.g246.t1', 'anno1.g246.t2']","[619, 620]",1,anno1.g246.t2,620
g_16039,1,['anno2.1238_t'],[406],0,anno2.1238_t,406
g_238,1,['anno1.g247.t1'],[236],0,anno1.g247.t1,236
g_240,1,['anno1.g249.t1'],[1443],0,anno1.g249.t1,1443
g_241,1,['anno1.g250.t1'],[104],0,anno1.g250.t1,104
g_242,1,['anno1.g251.t1'],[938],0,anno1.g251.t1,938
g_16311,1,['anno2.3111_t'],[285],0,anno2.3111_t,285
g_243,1,['anno1.g252.t1'],[934],0,anno1.g252.t1,934
g_244,1,['anno1.g253.t1'],[211],0,anno1.g253.t1,211
g_245,2,"['anno1.g254.t1', 'anno2.MSTRG.6142.1']","[190, 581]",391,anno2.MSTRG.6142.1,581
g_246,1,['anno1.g255.t1'],[179],0,anno1.g255.t1,179
g_247,1,['anno1.g256.t1'],[302],0,anno1.g256.t1,302
g_248,1,['anno1.g257.t1'],[176],0,anno1.g257.t1,176
g_249,1,['anno1.g258.t1'],[77],0,anno1.g258.t1,77
g_250,1,['anno2.MSTRG.6146.1'],[370],0,anno2.MSTRG.6146.1,370
g_251,1,['anno1.g260.t1'],[355],0,anno1.g260.t1,355
g_252,1,['anno1.g261.t1'],[246],0,anno1.g261.t1,246
g_253,2,"['anno1.g262.t1', 'anno2.MSTRG.6152.1']","[189, 308]",119,anno2.MSTRG.6152.1,308
g_254,1,['anno1.g263.t1'],[243],0,anno1.g263.t1,243
g_256,2,"['anno1.g265.t1', 'anno2.MSTRG.6155.1']","[268, 272]",4,anno2.MSTRG.6155.1,272
g_257,1,['anno1.g266.t1'],[769],0,anno1.g266.t1,769
g_258,3,"['anno1.g267.t1', 'anno2.MSTRG.6157.1', 'anno2.MSTRG.6158.1']","[1312, 738, 736]",576,anno1.g267.t1,1312
g_259,12,"['anno1.g268.t1', 'anno1.g268.t2', 'anno2.MSTRG.6159.10', 'anno2.MSTRG.6159.11', 'anno2.MSTRG.6159.12', 'anno2.MSTRG.6159.2', 'anno2.MSTRG.6159.3', 'anno2.MSTRG.6159.4', 'anno2.MSTRG.6159.6', 'anno2.MSTRG.6159.7', 'anno2.MSTRG.6159.8', 'anno2.MSTRG.6159.9']","[756, 745, 685, 743, 745, 687, 685, 743, 754, 754, 756, 745]",71,anno1.g268.t1,756
g_260,2,"['anno1.g269.t1', 'anno2.MSTRG.6160.1']","[457, 487]",30,anno2.MSTRG.6160.1,487
g_262,1,['anno1.g271.t1'],[585],0,anno1.g271.t1,585
g_263,1,['anno1.g272.t1'],[142],0,anno1.g272.t1,142
g_264,3,"['anno1.g273.t1', 'anno2.MSTRG.6167.2', 'anno2.MSTRG.6167.3']","[486, 524, 505]",38,anno2.MSTRG.6167.2,524
g_265,2,"['anno1.g274.t1', 'anno2.MSTRG.6170.5']","[653, 653]",0,anno1.g274.t1,653
g_266,1,['anno1.g275.t1'],[479],0,anno1.g275.t1,479
g_269,2,"['anno2.MSTRG.6178.2', 'anno2.MSTRG.6178.3']","[175, 174]",1,anno2.MSTRG.6178.2,175
g_270,2,"['anno1.g279.t1', 'anno1.g279.t2']","[464, 480]",16,anno1.g279.t2,480
g_271,1,['anno1.g280.t1'],[519],0,anno1.g280.t1,519
g_272,1,['anno1.g281.t1'],[151],0,anno1.g281.t1,151
g_273,1,['anno1.g282.t1'],[232],0,anno1.g282.t1,232
g_274,1,['anno1.g283.t1'],[295],0,anno1.g283.t1,295
g_275,1,['anno1.g284.t1'],[405],0,anno1.g284.t1,405
g_276,1,['anno2.MSTRG.6193.2'],[237],0,anno2.MSTRG.6193.2,237
g_277,1,['anno1.g286.t1'],[531],0,anno1.g286.t1,531
g_278,2,"['anno1.g287.t1', 'anno2.MSTRG.6196.1']","[444, 358]",86,anno1.g287.t1,444
g_279,1,['anno1.g288.t1'],[211],0,anno1.g288.t1,211
g_281,2,"['anno1.g289.t1', 'anno2.MSTRG.6201.2']","[544, 542]",2,anno1.g289.t1,544
g_282,1,['anno1.g290.t1'],[336],0,anno1.g290.t1,336
g_283,1,['anno1.g291.t1'],[200],0,anno1.g291.t1,200
g_284,1,['anno1.g292.t1'],[319],0,anno1.g292.t1,319
g_285,2,"['anno1.g293.t1', 'anno2.1904_t']","[1673, 1740]",67,anno2.1904_t,1740
g_286,1,['anno1.g294.t1'],[340],0,anno1.g294.t1,340
g_287,2,"['anno1.g295.t1', 'anno2.5894_t']","[2222, 2776]",554,anno2.5894_t,2776
g_288,2,"['anno1.g296.t1', 'anno2.MSTRG.6222.3']","[167, 156]",11,anno1.g296.t1,167
g_289,1,['anno1.g297.t1'],[156],0,anno1.g297.t1,156
g_290,1,['anno1.g298.t1'],[167],0,anno1.g298.t1,167
g_291,1,['anno1.g299.t1'],[156],0,anno1.g299.t1,156
g_292,4,"['anno1.g300.t1', 'anno1.g300.t2', 'anno2.MSTRG.6224.2', 'anno2.MSTRG.6224.3']","[1543, 1560, 1543, 1543]",17,anno1.g300.t2,1560
g_293,1,['anno1.g301.t1'],[705],0,anno1.g301.t1,705
g_294,3,"['anno1.g302.t1', 'anno1.g302.t2', 'anno2.185_t']","[113, 557, 74]",483,anno1.g302.t2,557
g_295,2,"['anno1.g303.t1', 'anno2.2623_t']","[234, 637]",403,anno2.2623_t,637
g_296,2,"['anno1.g305.t1', 'anno2.MSTRG.6229.2']","[577, 570]",7,anno1.g305.t1,577
g_15764,1,['anno2.MSTRG.6230.1'],[104],0,anno2.MSTRG.6230.1,104
g_297,1,['anno1.g306.t1'],[207],0,anno1.g306.t1,207
g_298,1,['anno2.1956_t'],[654],0,anno2.1956_t,654
g_299,1,['anno1.g308.t1'],[279],0,anno1.g308.t1,279
g_300,1,['anno2.MSTRG.6237.1'],[404],0,anno2.MSTRG.6237.1,404
g_301,2,"['anno1.g310.t1', 'anno2.MSTRG.6240.1']","[545, 581]",36,anno2.MSTRG.6240.1,581
g_302,1,['anno1.g311.t1'],[1505],0,anno1.g311.t1,1505
g_303,2,"['anno1.g312.t1', 'anno2.MSTRG.6243.2']","[654, 658]",4,anno2.MSTRG.6243.2,658
g_304,1,['anno2.MSTRG.6245.1'],[812],0,anno2.MSTRG.6245.1,812
g_305,1,['anno1.g314.t1'],[642],0,anno1.g314.t1,642
g_306,3,"['anno1.g315.t1', 'anno1.g315.t2', 'anno2.MSTRG.6247.3']","[591, 583, 579]",12,anno1.g315.t1,591
g_307,1,['anno1.g316.t1'],[237],0,anno1.g316.t1,237
g_309,2,"['anno1.g318.t1', 'anno2.MSTRG.6250.1']","[208, 208]",0,anno1.g318.t1,208
g_310,2,"['anno1.g319.t1', 'anno2.MSTRG.6250.2']","[201, 208]",7,anno2.MSTRG.6250.2,208
g_311,1,['anno1.g320.t1'],[342],0,anno1.g320.t1,342
g_312,1,['anno1.g321.t1'],[253],0,anno1.g321.t1,253
g_313,1,['anno1.g323.t1'],[274],0,anno1.g323.t1,274
g_314,1,['anno1.g324.t1'],[1236],0,anno1.g324.t1,1236
g_315,2,"['anno1.g325.t1', 'anno2.MSTRG.6255.1']","[213, 214]",1,anno2.MSTRG.6255.1,214
g_316,1,['anno1.g326.t1'],[111],0,anno1.g326.t1,111
g_317,1,['anno2.MSTRG.6260.4'],[702],0,anno2.MSTRG.6260.4,702
g_318,1,['anno1.g328.t1'],[449],0,anno1.g328.t1,449
g_319,6,"['anno1.g329.t1', 'anno1.g329.t2', 'anno1.g329.t3', 'anno1.g329.t4', 'anno1.g329.t6', 'anno2.MSTRG.6264.1']","[3541, 3575, 3545, 3558, 2970, 4626]",1656,anno2.MSTRG.6264.1,4626
g_320,1,['anno1.g330.t1'],[212],0,anno1.g330.t1,212
g_321,2,"['anno1.g331.t1', 'anno2.MSTRG.6269.1']","[146, 123]",23,anno1.g331.t1,146
g_322,1,['anno1.g332.t1'],[416],0,anno1.g332.t1,416
g_323,2,"['anno1.g333.t1', 'anno2.MSTRG.6271.2']","[718, 718]",0,anno1.g333.t1,718
g_324,3,"['anno1.g334.t1', 'anno1.g334.t2', 'anno1.g334.t3']","[993, 981, 991]",12,anno1.g334.t1,993
g_325,1,['anno1.g335.t1'],[396],0,anno1.g335.t1,396
g_326,1,['anno1.g336.t1'],[496],0,anno1.g336.t1,496
g_328,2,"['anno1.g338.t1', 'anno2.MSTRG.6280.2']","[280, 253]",27,anno1.g338.t1,280
g_329,1,['anno2.1958_t'],[376],0,anno2.1958_t,376
g_15476,1,['anno2.MSTRG.6286.1'],[331],0,anno2.MSTRG.6286.1,331
g_331,1,['anno1.g341.t1'],[154],0,anno1.g341.t1,154
g_332,2,"['anno1.g342.t1', 'anno1.g342.t2']","[220, 202]",18,anno1.g342.t1,220
g_333,3,"['anno1.g343.t1', 'anno1.g343.t2', 'anno2.1387_t']","[540, 556, 503]",53,anno1.g343.t2,556
g_334,1,['anno1.g344.t1'],[369],0,anno1.g344.t1,369
g_335,1,['anno1.g345.t1'],[121],0,anno1.g345.t1,121
g_336,4,"['anno1.g346.t1', 'anno2.MSTRG.6298.1', 'anno2.MSTRG.6298.6', 'anno2.MSTRG.6298.8']","[732, 657, 661, 800]",143,anno2.MSTRG.6298.8,800
g_338,2,"['anno1.g348.t1', 'anno1.g348.t2']","[527, 524]",3,anno1.g348.t1,527
g_339,3,"['anno1.g349.t1', 'anno1.g349.t2', 'anno2.MSTRG.6303.2']","[459, 455, 421]",38,anno1.g349.t1,459
g_340,2,"['anno1.g350.t1', 'anno1.g350.t2']","[498, 397]",101,anno1.g350.t1,498
g_341,1,['anno1.g351.t1'],[288],0,anno1.g351.t1,288
g_342,2,"['anno1.g352.t1', 'anno2.MSTRG.6312.1']","[362, 420]",58,anno2.MSTRG.6312.1,420
g_343,12,"['anno1.g353.t1', 'anno1.g353.t2', 'anno2.MSTRG.6313.1', 'anno2.MSTRG.6313.10', 'anno2.MSTRG.6313.11', 'anno2.MSTRG.6313.2', 'anno2.MSTRG.6313.3', 'anno2.MSTRG.6313.4', 'anno2.MSTRG.6313.6', 'anno2.MSTRG.6313.7', 'anno2.MSTRG.6313.8', 'anno2.MSTRG.6313.9']","[1193, 1123, 1035, 1102, 1094, 1034, 1192, 1105, 1187, 1105, 1104, 1105]",159,anno1.g353.t1,1193
g_344,7,"['anno1.g354.t1', 'anno1.g354.t2', 'anno2.MSTRG.6314.1', 'anno2.MSTRG.6314.2', 'anno2.MSTRG.6314.5', 'anno2.MSTRG.6314.6', 'anno2.MSTRG.6314.7']","[483, 431, 498, 446, 409, 431, 431]",89,anno2.MSTRG.6314.1,498
g_345,1,['anno1.g355.t1'],[150],0,anno1.g355.t1,150
g_346,1,['anno1.g356.t1'],[282],0,anno1.g356.t1,282
g_347,1,['anno1.g357.t1'],[202],0,anno1.g357.t1,202
g_348,1,['anno1.g358.t1'],[665],0,anno1.g358.t1,665
g_349,5,"['anno1.g359.t1', 'anno2.MSTRG.6325.1', 'anno2.MSTRG.6325.2', 'anno2.MSTRG.6325.3', 'anno2.MSTRG.6325.4']","[464, 562, 562, 562, 562]",98,anno2.MSTRG.6325.1,562
g_350,1,['anno1.g360.t1'],[728],0,anno1.g360.t1,728
g_352,2,"['anno1.g362.t1', 'anno2.MSTRG.6331.1']","[1082, 1147]",65,anno2.MSTRG.6331.1,1147
g_353,1,['anno1.g363.t1'],[146],0,anno1.g363.t1,146
g_354,2,"['anno1.g364.t1', 'anno2.597_t']","[904, 1016]",112,anno2.597_t,1016
g_355,1,['anno1.g365.t1'],[414],0,anno1.g365.t1,414
g_356,1,['anno1.g366.t1'],[317],0,anno1.g366.t1,317
g_357,7,"['anno1.g367.t1', 'anno1.g367.t2', 'anno1.g367.t3', 'anno1.g367.t4', 'anno2.MSTRG.6339.2', 'anno2.MSTRG.6339.5', 'anno2.MSTRG.6339.6']","[1002, 974, 980, 953, 931, 952, 1028]",97,anno2.MSTRG.6339.6,1028
g_358,1,['anno1.g368.t1'],[340],0,anno1.g368.t1,340
g_359,1,['anno1.g369.t1'],[400],0,anno1.g369.t1,400
g_360,2,"['anno1.g370.t1', 'anno2.MSTRG.6343.2']","[301, 277]",24,anno1.g370.t1,301
g_361,1,['anno1.g371.t1'],[85],0,anno1.g371.t1,85
g_362,1,['anno1.g372.t1'],[339],0,anno1.g372.t1,339
g_363,1,['anno1.g373.t1'],[340],0,anno1.g373.t1,340
g_364,1,['anno1.g374.t1'],[344],0,anno1.g374.t1,344
g_365,1,['anno1.g375.t1'],[796],0,anno1.g375.t1,796
g_366,2,"['anno1.g376.t1', 'anno2.MSTRG.6350.2']","[790, 732]",58,anno1.g376.t1,790
g_367,5,"['anno1.g377.t1', 'anno1.g377.t2', 'anno1.g377.t3', 'anno2.MSTRG.6351.4', 'anno2.MSTRG.6351.5']","[759, 679, 680, 752, 673]",86,anno1.g377.t1,759
g_368,2,"['anno1.g378.t1', 'anno2.MSTRG.6354.1']","[703, 795]",92,anno2.MSTRG.6354.1,795
g_369,2,"['anno1.g379.t1', 'anno1.g379.t2']","[116, 103]",13,anno1.g379.t1,116
g_371,1,['anno1.g381.t1'],[437],0,anno1.g381.t1,437
g_372,2,"['anno1.g382.t1', 'anno2.MSTRG.6358.2']","[472, 495]",23,anno2.MSTRG.6358.2,495
g_373,2,"['anno1.g383.t1', 'anno2.3575_t']","[295, 297]",2,anno2.3575_t,297
g_374,1,['anno1.g384.t1'],[1457],0,anno1.g384.t1,1457
g_375,1,['anno1.g385.t1'],[169],0,anno1.g385.t1,169
g_376,1,['anno2.5424_t'],[2225],0,anno2.5424_t,2225
g_378,2,"['anno1.g390.t1', 'anno2.5425_t']","[244, 234]",10,anno1.g390.t1,244
g_379,2,"['anno1.g391.t1', 'anno2.5426_t']","[244, 234]",10,anno1.g391.t1,244
g_381,1,['anno1.g393.t1'],[4278],0,anno1.g393.t1,4278
g_382,1,['anno1.g394.t1'],[363],0,anno1.g394.t1,363
g_383,1,['anno1.g395.t1'],[1139],0,anno1.g395.t1,1139
g_384,1,['anno1.g396.t1'],[559],0,anno1.g396.t1,559
g_385,1,['anno1.g397.t1'],[628],0,anno1.g397.t1,628
g_386,2,"['anno1.g398.t1', 'anno2.MSTRG.6370.2']","[967, 966]",1,anno1.g398.t1,967
g_387,1,['anno1.g399.t1'],[146],0,anno1.g399.t1,146
g_388,1,['anno1.g400.t1'],[289],0,anno1.g400.t1,289
g_389,1,['anno1.g401.t1'],[117],0,anno1.g401.t1,117
g_390,1,['anno1.g402.t1'],[124],0,anno1.g402.t1,124
g_391,1,['anno1.g403.t1'],[366],0,anno1.g403.t1,366
g_392,2,"['anno1.g404.t1', 'anno2.5920_t']","[615, 622]",7,anno2.5920_t,622
g_393,1,['anno1.g405.t1'],[202],0,anno1.g405.t1,202
g_395,2,"['anno1.g407.t1', 'anno2.MSTRG.6379.1']","[307, 335]",28,anno2.MSTRG.6379.1,335
g_396,3,"['anno1.g408.t1', 'anno1.g408.t2', 'anno1.g408.t3']","[662, 657, 658]",5,anno1.g408.t1,662
g_398,1,['anno1.g410.t1'],[114],0,anno1.g410.t1,114
g_16114,1,['anno2.1658_t'],[109],0,anno2.1658_t,109
g_399,1,['anno1.g411.t1'],[276],0,anno1.g411.t1,276
g_400,1,['anno1.g412.t1'],[240],0,anno1.g412.t1,240
g_401,1,['anno1.g413.t1'],[347],0,anno1.g413.t1,347
g_402,1,['anno1.g414.t1'],[932],0,anno1.g414.t1,932
g_403,1,['anno1.g415.t1'],[538],0,anno1.g415.t1,538
g_404,1,['anno1.g416.t1'],[344],0,anno1.g416.t1,344
g_407,1,['anno1.g419.t1'],[140],0,anno1.g419.t1,140
g_408,5,"['anno1.g420.t1', 'anno1.g420.t2', 'anno1.g420.t3', 'anno2.MSTRG.6392.3', 'anno2.MSTRG.6392.4']","[560, 559, 755, 633, 632]",196,anno1.g420.t3,755
g_15485,1,['anno2.MSTRG.6396.1'],[1165],0,anno2.MSTRG.6396.1,1165
g_409,1,['anno1.g421.t1'],[114],0,anno1.g421.t1,114
g_410,2,"['anno1.g422.t1', 'anno2.MSTRG.6397.2']","[792, 792]",0,anno1.g422.t1,792
g_411,1,['anno1.g423.t1'],[166],0,anno1.g423.t1,166
g_412,6,"['anno1.g426.t1', 'anno2.MSTRG.6407.1', 'anno2.MSTRG.6407.2', 'anno2.MSTRG.6407.3', 'anno2.MSTRG.6407.4', 'anno2.MSTRG.6407.5']","[1258, 663, 666, 661, 668, 606]",652,anno1.g426.t1,1258
g_413,1,['anno1.g425.t1'],[324],0,anno1.g425.t1,324
g_414,1,['anno1.g427.t1'],[214],0,anno1.g427.t1,214
g_415,1,['anno1.g428.t1'],[413],0,anno1.g428.t1,413
g_416,2,"['anno1.g429.t1', 'anno2.MSTRG.6411.2']","[945, 912]",33,anno1.g429.t1,945
g_417,1,['anno1.g430.t1'],[157],0,anno1.g430.t1,157
g_418,1,['anno2.MSTRG.6414.1'],[901],0,anno2.MSTRG.6414.1,901
g_419,3,"['anno1.g432.t1', 'anno1.g432.t2', 'anno1.g432.t3']","[362, 830, 466]",468,anno1.g432.t2,830
g_420,1,['anno2.MSTRG.6417.1'],[487],0,anno2.MSTRG.6417.1,487
g_421,1,['anno2.991_t'],[1648],0,anno2.991_t,1648
g_422,1,['anno1.g435.t1'],[520],0,anno1.g435.t1,520
g_425,1,['anno1.g438.t1'],[362],0,anno1.g438.t1,362
g_426,1,['anno1.g439.t1'],[71],0,anno1.g439.t1,71
g_427,2,"['anno1.g443.t1', 'anno2.MSTRG.6428.1']","[436, 829]",393,anno2.MSTRG.6428.1,829
g_428,1,['anno1.g441.t1'],[157],0,anno1.g441.t1,157
g_429,1,['anno1.g442.t1'],[166],0,anno1.g442.t1,166
g_430,4,"['anno1.g444.t1', 'anno1.g444.t2', 'anno1.g444.t3', 'anno2.MSTRG.6430.3']","[279, 280, 246, 245]",35,anno1.g444.t2,280
g_431,1,['anno1.g445.t1'],[131],0,anno1.g445.t1,131
g_433,1,['anno1.g447.t1'],[310],0,anno1.g447.t1,310
g_434,1,['anno2.MSTRG.6433.1'],[210],0,anno2.MSTRG.6433.1,210
g_435,1,['anno1.g449.t1'],[480],0,anno1.g449.t1,480
g_436,1,['anno1.g450.t1'],[324],0,anno1.g450.t1,324
g_437,1,['anno1.g451.t1'],[871],0,anno1.g451.t1,871
g_16589,1,['anno2.4801_t'],[297],0,anno2.4801_t,297
g_439,1,['anno1.g453.t1'],[354],0,anno1.g453.t1,354
g_440,1,['anno1.g454.t1'],[747],0,anno1.g454.t1,747
g_441,1,['anno1.g455.t1'],[145],0,anno1.g455.t1,145
